order_id,status,placement_time,ready_time,pickup_time,delivery_time,click_to_door,ready_to_pickup,bundle_size
356,ready,2025-07-03 11:42:00,2025-07-03 11:51:00,,,,,1
357,ready,2025-07-03 11:42:00,2025-07-03 11:51:00,,,,,1
358,ready,2025-07-03 11:42:00,2025-07-03 11:46:00,,,,,1
359,ready,2025-07-03 11:42:00,2025-07-03 11:51:00,,,,,1
360,ready,2025-07-03 11:42:00,2025-07-03 11:46:00,,,,,1
361,ready,2025-07-03 11:42:00,2025-07-03 11:49:00,,,,,1
362,ready,2025-07-03 11:42:00,2025-07-03 11:51:00,,,,,1
363,ready,2025-07-03 11:42:00,2025-07-03 11:48:00,,,,,1
364,ready,2025-07-03 11:42:00,2025-07-03 11:50:00,,,,,1
365,ready,2025-07-03 11:43:00,2025-07-03 11:47:00,,,,,1
366,ready,2025-07-03 11:43:00,2025-07-03 11:49:00,,,,,1
367,ready,2025-07-03 11:43:00,2025-07-03 11:47:00,,,,,1
368,ready,2025-07-03 11:43:00,2025-07-03 11:53:00,,,,,1
369,ready,2025-07-03 11:43:00,2025-07-03 11:51:00,,,,,1
370,ready,2025-07-03 11:43:00,2025-07-03 11:51:00,,,,,1
371,ready,2025-07-03 11:43:00,2025-07-03 11:52:00,,,,,1
372,ready,2025-07-03 11:43:00,2025-07-03 11:52:00,,,,,1
373,ready,2025-07-03 11:43:00,2025-07-03 11:51:00,,,,,1
374,ready,2025-07-03 11:44:00,2025-07-03 11:52:00,,,,,1
375,ready,2025-07-03 11:44:00,2025-07-03 11:51:00,,,,,1
376,delivered,2025-07-03 11:44:00,2025-07-03 11:49:00,2025-07-03 12:00:00,2025-07-03 12:08:38.600,24.64333333333333,11.0,1
377,ready,2025-07-03 11:44:00,2025-07-03 11:49:00,,,,,1
378,ready,2025-07-03 11:44:00,2025-07-03 11:51:00,,,,,1
379,ready,2025-07-03 11:44:00,2025-07-03 11:51:00,,,,,1
380,ready,2025-07-03 11:44:00,2025-07-03 11:52:00,,,,,1
381,ready,2025-07-03 11:44:00,2025-07-03 11:56:00,,,,,1
382,ready,2025-07-03 11:44:00,2025-07-03 11:50:00,,,,,1
383,ready,2025-07-03 11:44:00,2025-07-03 11:52:00,,,,,1
384,ready,2025-07-03 11:44:00,2025-07-03 11:54:00,,,,,1
385,ready,2025-07-03 11:44:00,2025-07-03 11:50:00,,,,,1
386,ready,2025-07-03 11:44:00,2025-07-03 11:50:00,,,,,1
387,ready,2025-07-03 11:44:00,2025-07-03 11:51:00,,,,,1
388,ready,2025-07-03 11:44:00,2025-07-03 11:54:00,,,,,1
389,ready,2025-07-03 11:44:00,2025-07-03 11:52:00,,,,,1
390,ready,2025-07-03 11:45:00,2025-07-03 11:54:00,,,,,1
391,ready,2025-07-03 11:45:00,2025-07-03 11:53:00,,,,,1
392,ready,2025-07-03 11:45:00,2025-07-03 11:52:00,,,,,1
393,ready,2025-07-03 11:45:00,2025-07-03 11:54:00,,,,,1
394,ready,2025-07-03 11:45:00,2025-07-03 11:51:00,,,,,1
395,ready,2025-07-03 11:45:00,2025-07-03 11:50:00,,,,,1
396,ready,2025-07-03 11:46:00,2025-07-03 11:54:00,,,,,1
397,ready,2025-07-03 11:46:00,2025-07-03 11:54:00,,,,,1
398,ready,2025-07-03 11:46:00,2025-07-03 11:56:00,,,,,1
399,ready,2025-07-03 11:46:00,2025-07-03 11:55:00,,,,,1
400,ready,2025-07-03 11:46:00,2025-07-03 11:52:00,,,,,1
401,ready,2025-07-03 11:46:00,2025-07-03 11:52:00,,,,,1
402,ready,2025-07-03 11:46:00,2025-07-03 11:54:00,,,,,1
403,ready,2025-07-03 11:46:00,2025-07-03 11:51:00,,,,,1
404,ready,2025-07-03 11:46:00,2025-07-03 11:55:00,,,,,1
405,ready,2025-07-03 11:46:00,2025-07-03 11:56:00,,,,,1
406,ready,2025-07-03 11:47:00,2025-07-03 11:54:00,,,,,1
407,ready,2025-07-03 11:47:00,2025-07-03 11:56:00,,,,,1
408,delivered,2025-07-03 11:47:00,2025-07-03 11:53:00,2025-07-03 12:05:00,2025-07-03 12:16:00.900,29.015,12.0,1
409,ready,2025-07-03 11:47:00,2025-07-03 11:56:00,,,,,1
410,ready,2025-07-03 11:47:00,2025-07-03 11:52:00,,,,,1
411,ready,2025-07-03 11:47:00,2025-07-03 11:56:00,,,,,1
412,ready,2025-07-03 11:47:00,2025-07-03 11:54:00,,,,,1
413,ready,2025-07-03 11:47:00,2025-07-03 11:51:00,,,,,1
414,ready,2025-07-03 11:48:00,2025-07-03 11:56:00,,,,,1
415,ready,2025-07-03 11:48:00,2025-07-03 11:54:00,,,,,1
416,ready,2025-07-03 11:48:00,2025-07-03 11:55:00,,,,,1
417,delivered,2025-07-03 11:48:00,2025-07-03 11:55:00,2025-07-03 12:10:00,2025-07-03 12:17:22.900,29.381666666666668,15.0,1
418,ready,2025-07-03 11:48:00,2025-07-03 11:55:00,,,,,1
419,ready,2025-07-03 11:48:00,2025-07-03 11:58:00,,,,,1
420,ready,2025-07-03 11:48:00,2025-07-03 11:59:00,,,,,1
421,ready,2025-07-03 11:48:00,2025-07-03 11:54:00,,,,,1
422,ready,2025-07-03 11:48:00,2025-07-03 11:53:00,,,,,1
423,ready,2025-07-03 11:48:00,2025-07-03 11:55:00,,,,,1
424,ready,2025-07-03 11:49:00,2025-07-03 12:00:00,,,,,1
425,ready,2025-07-03 11:49:00,2025-07-03 11:59:00,,,,,1
426,ready,2025-07-03 11:49:00,2025-07-03 11:53:00,,,,,1
427,ready,2025-07-03 11:49:00,2025-07-03 11:58:00,,,,,1
428,ready,2025-07-03 11:50:00,2025-07-03 11:59:00,,,,,1
429,ready,2025-07-03 11:50:00,2025-07-03 11:54:00,,,,,1
430,ready,2025-07-03 11:50:00,2025-07-03 11:58:00,,,,,1
431,ready,2025-07-03 11:50:00,2025-07-03 11:59:00,,,,,1
432,ready,2025-07-03 11:50:00,2025-07-03 11:56:00,,,,,1
433,ready,2025-07-03 11:50:00,2025-07-03 11:56:00,,,,,1
434,ready,2025-07-03 11:50:00,2025-07-03 11:58:00,,,,,1
435,ready,2025-07-03 11:50:00,2025-07-03 11:57:00,,,,,1
436,ready,2025-07-03 11:50:00,2025-07-03 11:58:00,,,,,1
437,ready,2025-07-03 11:50:00,2025-07-03 11:59:00,,,,,1
438,ready,2025-07-03 11:50:00,2025-07-03 11:57:00,,,,,1
439,ready,2025-07-03 11:50:00,2025-07-03 12:02:00,,,,,1
440,ready,2025-07-03 11:51:00,2025-07-03 12:00:00,,,,,1
441,ready,2025-07-03 11:51:00,2025-07-03 12:00:00,,,,,1
442,ready,2025-07-03 11:51:00,2025-07-03 11:57:00,,,,,1
443,ready,2025-07-03 11:51:00,2025-07-03 11:56:00,,,,,1
444,ready,2025-07-03 11:51:00,2025-07-03 12:01:00,,,,,1
445,ready,2025-07-03 11:51:00,2025-07-03 11:58:00,,,,,1
446,ready,2025-07-03 11:51:00,2025-07-03 11:59:00,,,,,1
447,ready,2025-07-03 11:51:00,2025-07-03 11:58:00,,,,,1
448,ready,2025-07-03 11:52:00,2025-07-03 12:00:00,,,,,1
449,ready,2025-07-03 11:52:00,2025-07-03 12:01:00,,,,,1
450,ready,2025-07-03 11:52:00,2025-07-03 11:56:00,,,,,1
451,delivered,2025-07-03 11:52:00,2025-07-03 11:58:00,2025-07-03 12:10:00,2025-07-03 12:26:11.100,34.184999999999995,12.0,1
452,ready,2025-07-03 11:52:00,2025-07-03 11:58:00,,,,,1
453,ready,2025-07-03 11:52:00,2025-07-03 11:57:00,,,,,1
454,ready,2025-07-03 11:52:00,2025-07-03 12:03:00,,,,,1
455,ready,2025-07-03 11:52:00,2025-07-03 12:00:00,,,,,1
456,ready,2025-07-03 11:52:00,2025-07-03 11:59:00,,,,,1
457,ready,2025-07-03 11:52:00,2025-07-03 12:01:00,,,,,1
458,ready,2025-07-03 11:53:00,2025-07-03 12:00:00,,,,,1
459,ready,2025-07-03 11:53:00,2025-07-03 12:00:00,,,,,1
460,ready,2025-07-03 11:53:00,2025-07-03 12:02:00,,,,,1
461,ready,2025-07-03 11:53:00,2025-07-03 11:58:00,,,,,1
462,ready,2025-07-03 11:53:00,2025-07-03 12:00:00,,,,,1
463,ready,2025-07-03 11:53:00,2025-07-03 12:03:00,,,,,1
464,ready,2025-07-03 11:53:00,2025-07-03 12:04:00,,,,,1
465,ready,2025-07-03 11:54:00,2025-07-03 12:00:00,,,,,1
466,ready,2025-07-03 11:54:00,2025-07-03 12:00:00,,,,,1
467,ready,2025-07-03 11:54:00,2025-07-03 12:01:00,,,,,1
468,ready,2025-07-03 11:54:00,2025-07-03 12:04:00,,,,,1
469,ready,2025-07-03 11:54:00,2025-07-03 12:02:00,,,,,1
470,ready,2025-07-03 11:54:00,2025-07-03 12:02:00,,,,,1
471,ready,2025-07-03 11:54:00,2025-07-03 12:02:00,,,,,1
472,ready,2025-07-03 11:54:00,2025-07-03 12:00:00,,,,,1
473,ready,2025-07-03 11:54:00,2025-07-03 12:02:00,,,,,1
474,ready,2025-07-03 11:54:00,2025-07-03 12:01:00,,,,,1
475,ready,2025-07-03 11:55:00,2025-07-03 12:00:00,,,,,1
476,ready,2025-07-03 11:55:00,2025-07-03 12:03:00,,,,,1
477,ready,2025-07-03 11:55:00,2025-07-03 11:59:00,,,,,1
478,ready,2025-07-03 11:55:00,2025-07-03 12:04:00,,,,,1
479,ready,2025-07-03 11:55:00,2025-07-03 12:02:00,,,,,1
480,ready,2025-07-03 11:55:00,2025-07-03 12:01:00,,,,,1
481,ready,2025-07-03 11:55:00,2025-07-03 12:01:00,,,,,1
482,ready,2025-07-03 11:55:00,2025-07-03 12:01:00,,,,,1
483,ready,2025-07-03 11:56:00,2025-07-03 12:04:00,,,,,1
484,ready,2025-07-03 11:56:00,2025-07-03 12:03:00,,,,,1
485,ready,2025-07-03 11:56:00,2025-07-03 12:01:00,,,,,1
486,ready,2025-07-03 11:56:00,2025-07-03 12:03:00,,,,,1
487,ready,2025-07-03 11:56:00,2025-07-03 12:03:00,,,,,1
488,ready,2025-07-03 11:56:00,2025-07-03 12:03:00,,,,,1
489,ready,2025-07-03 11:56:00,2025-07-03 12:01:00,,,,,1
490,ready,2025-07-03 11:56:00,2025-07-03 12:05:00,,,,,1
491,ready,2025-07-03 11:56:00,2025-07-03 12:01:00,,,,,1
492,ready,2025-07-03 11:56:00,2025-07-03 12:04:00,,,,,1
493,ready,2025-07-03 11:56:00,2025-07-03 12:06:00,,,,,1
494,ready,2025-07-03 11:56:00,2025-07-03 12:05:00,,,,,1
495,ready,2025-07-03 11:56:00,2025-07-03 12:05:00,,,,,1
496,ready,2025-07-03 11:56:00,2025-07-03 12:05:00,,,,,1
497,ready,2025-07-03 11:57:00,2025-07-03 12:06:00,,,,,1
498,ready,2025-07-03 11:57:00,2025-07-03 12:07:00,,,,,1
499,ready,2025-07-03 11:57:00,2025-07-03 12:02:00,,,,,1
500,ready,2025-07-03 11:57:00,2025-07-03 12:04:00,,,,,1
501,ready,2025-07-03 11:58:00,2025-07-03 12:05:00,,,,,1
502,ready,2025-07-03 11:58:00,2025-07-03 12:07:00,,,,,1
503,ready,2025-07-03 11:58:00,2025-07-03 12:06:00,,,,,1
504,ready,2025-07-03 11:58:00,2025-07-03 12:04:00,,,,,1
505,ready,2025-07-03 11:58:00,2025-07-03 12:06:00,,,,,1
506,ready,2025-07-03 11:58:00,2025-07-03 12:05:00,,,,,1
507,ready,2025-07-03 11:58:00,2025-07-03 12:07:00,,,,,1
508,ready,2025-07-03 11:58:00,2025-07-03 12:07:00,,,,,1
509,ready,2025-07-03 11:59:00,2025-07-03 12:05:00,,,,,1
510,ready,2025-07-03 11:59:00,2025-07-03 12:05:00,,,,,1
511,ready,2025-07-03 11:59:00,2025-07-03 12:06:00,,,,,1
512,ready,2025-07-03 11:59:00,2025-07-03 12:04:00,,,,,1
513,ready,2025-07-03 12:00:00,2025-07-03 12:09:00,,,,,1
514,ready,2025-07-03 12:00:00,2025-07-03 12:08:00,,,,,1
515,ready,2025-07-03 12:00:00,2025-07-03 12:06:00,,,,,1
516,ready,2025-07-03 12:00:00,2025-07-03 12:11:00,,,,,1
517,ready,2025-07-03 12:00:00,2025-07-03 12:04:00,,,,,1
518,delivered,2025-07-03 12:00:00,2025-07-03 12:08:00,2025-07-03 12:15:00,2025-07-03 12:24:24.800,24.413333333333334,7.0,1
519,ready,2025-07-03 12:00:00,2025-07-03 12:07:00,,,,,1
520,ready,2025-07-03 12:00:00,2025-07-03 12:05:00,,,,,1
521,ready,2025-07-03 12:00:00,2025-07-03 12:07:00,,,,,1
522,ready,2025-07-03 12:00:00,2025-07-03 12:06:00,,,,,1
523,ready,2025-07-03 12:00:00,2025-07-03 12:11:00,,,,,1
524,ready,2025-07-03 12:00:00,2025-07-03 12:07:00,,,,,1
525,ready,2025-07-03 12:00:00,2025-07-03 12:04:00,,,,,1
526,ready,2025-07-03 12:00:00,2025-07-03 12:08:00,,,,,1
527,ready,2025-07-03 12:00:00,2025-07-03 12:07:00,,,,,1
528,ready,2025-07-03 12:00:00,2025-07-03 12:04:00,,,,,1
529,ready,2025-07-03 12:01:00,2025-07-03 12:10:00,,,,,1
530,ready,2025-07-03 12:01:00,2025-07-03 12:08:00,,,,,1
531,ready,2025-07-03 12:01:00,2025-07-03 12:08:00,,,,,1
532,ready,2025-07-03 12:01:00,2025-07-03 12:13:00,,,,,1
533,ready,2025-07-03 12:01:00,2025-07-03 12:10:00,,,,,1
534,ready,2025-07-03 12:01:00,2025-07-03 12:07:00,,,,,1
535,ready,2025-07-03 12:02:00,2025-07-03 12:08:00,,,,,1
536,ready,2025-07-03 12:02:00,2025-07-03 12:12:00,,,,,1
537,ready,2025-07-03 12:02:00,2025-07-03 12:10:00,,,,,1
538,ready,2025-07-03 12:02:00,2025-07-03 12:08:00,,,,,1
539,ready,2025-07-03 12:02:00,2025-07-03 12:10:00,,,,,1
540,ready,2025-07-03 12:02:00,2025-07-03 12:09:00,,,,,1
541,ready,2025-07-03 12:02:00,2025-07-03 12:07:00,,,,,1
542,ready,2025-07-03 12:02:00,2025-07-03 12:10:00,,,,,1
543,ready,2025-07-03 12:02:00,2025-07-03 12:11:00,,,,,1
544,ready,2025-07-03 12:03:00,2025-07-03 12:08:00,,,,,1
545,ready,2025-07-03 12:03:00,2025-07-03 12:11:00,,,,,1
546,ready,2025-07-03 12:03:00,2025-07-03 12:13:00,,,,,1
547,ready,2025-07-03 12:03:00,2025-07-03 12:13:00,,,,,1
548,ready,2025-07-03 12:03:00,2025-07-03 12:11:00,,,,,1
549,ready,2025-07-03 12:03:00,2025-07-03 12:10:00,,,,,1
550,ready,2025-07-03 12:03:00,2025-07-03 12:12:00,,,,,1
551,ready,2025-07-03 12:03:00,2025-07-03 12:10:00,,,,,1
552,ready,2025-07-03 12:04:00,2025-07-03 12:10:00,,,,,1
553,ready,2025-07-03 12:04:00,2025-07-03 12:10:00,,,,,1
554,ready,2025-07-03 12:04:00,2025-07-03 12:11:00,,,,,1
555,ready,2025-07-03 12:04:00,2025-07-03 12:09:00,,,,,1
556,ready,2025-07-03 12:04:00,2025-07-03 12:12:00,,,,,1
557,ready,2025-07-03 12:04:00,2025-07-03 12:10:00,,,,,1
558,ready,2025-07-03 12:04:00,2025-07-03 12:13:00,,,,,1
559,ready,2025-07-03 12:05:00,2025-07-03 12:16:00,,,,,1
560,ready,2025-07-03 12:05:00,2025-07-03 12:16:00,,,,,1
561,ready,2025-07-03 12:05:00,2025-07-03 12:14:00,,,,,1
562,ready,2025-07-03 12:05:00,2025-07-03 12:13:00,,,,,1
563,ready,2025-07-03 12:05:00,2025-07-03 12:15:00,,,,,1
564,ready,2025-07-03 12:06:00,2025-07-03 12:16:00,,,,,1
565,ready,2025-07-03 12:06:00,2025-07-03 12:19:00,,,,,1
566,ready,2025-07-03 12:06:00,2025-07-03 12:12:00,,,,,1
567,ready,2025-07-03 12:06:00,2025-07-03 12:12:00,,,,,1
568,ready,2025-07-03 12:06:00,2025-07-03 12:12:00,,,,,1
569,ready,2025-07-03 12:06:00,2025-07-03 12:10:00,,,,,1
570,ready,2025-07-03 12:06:00,2025-07-03 12:14:00,,,,,1
571,ready,2025-07-03 12:07:00,2025-07-03 12:14:00,,,,,1
572,ready,2025-07-03 12:07:00,2025-07-03 12:18:00,,,,,1
573,ready,2025-07-03 12:07:00,2025-07-03 12:13:00,,,,,1
574,ready,2025-07-03 12:07:00,2025-07-03 12:16:00,,,,,1
575,ready,2025-07-03 12:07:00,2025-07-03 12:14:00,,,,,1
576,ready,2025-07-03 12:08:00,2025-07-03 12:16:00,,,,,1
577,ready,2025-07-03 12:08:00,2025-07-03 12:15:00,,,,,1
578,ready,2025-07-03 12:08:00,2025-07-03 12:16:00,,,,,1
579,ready,2025-07-03 12:08:00,2025-07-03 12:17:00,,,,,1
580,ready,2025-07-03 12:08:00,2025-07-03 12:15:00,,,,,1
581,ready,2025-07-03 12:09:00,2025-07-03 12:16:00,,,,,1
582,ready,2025-07-03 12:09:00,2025-07-03 12:13:00,,,,,1
583,ready,2025-07-03 12:09:00,2025-07-03 12:15:00,,,,,1
584,ready,2025-07-03 12:09:00,2025-07-03 12:18:00,,,,,1
585,ready,2025-07-03 12:09:00,2025-07-03 12:14:00,,,,,1
586,ready,2025-07-03 12:09:00,2025-07-03 12:15:00,,,,,1
587,ready,2025-07-03 12:09:00,2025-07-03 12:14:00,,,,,1
588,ready,2025-07-03 12:09:00,2025-07-03 12:15:00,,,,,1
589,ready,2025-07-03 12:09:00,2025-07-03 12:17:00,,,,,1
590,ready,2025-07-03 12:09:00,2025-07-03 12:18:00,,,,,1
591,ready,2025-07-03 12:09:00,2025-07-03 12:19:00,,,,,1
592,ready,2025-07-03 12:09:00,2025-07-03 12:15:00,,,,,1
593,ready,2025-07-03 12:10:00,2025-07-03 12:17:00,,,,,1
594,ready,2025-07-03 12:10:00,2025-07-03 12:16:00,,,,,1
595,ready,2025-07-03 12:10:00,2025-07-03 12:15:00,,,,,1
596,ready,2025-07-03 12:10:00,2025-07-03 12:18:00,,,,,1
597,ready,2025-07-03 12:10:00,2025-07-03 12:14:00,,,,,1
598,ready,2025-07-03 12:10:00,2025-07-03 12:18:00,,,,,1
599,ready,2025-07-03 12:10:00,2025-07-03 12:17:00,,,,,1
600,ready,2025-07-03 12:10:00,2025-07-03 12:17:00,,,,,1
601,ready,2025-07-03 12:10:00,2025-07-03 12:15:00,,,,,1
602,ready,2025-07-03 12:10:00,2025-07-03 12:16:00,,,,,1
603,ready,2025-07-03 12:10:00,2025-07-03 12:19:00,,,,,1
604,ready,2025-07-03 12:11:00,2025-07-03 12:21:00,,,,,1
605,ready,2025-07-03 12:11:00,2025-07-03 12:16:00,,,,,1
606,ready,2025-07-03 12:11:00,2025-07-03 12:22:00,,,,,1
607,ready,2025-07-03 12:11:00,2025-07-03 12:18:00,,,,,1
608,ready,2025-07-03 12:11:00,2025-07-03 12:18:00,,,,,1
609,ready,2025-07-03 12:11:00,2025-07-03 12:18:00,,,,,1
610,ready,2025-07-03 12:11:00,2025-07-03 12:21:00,,,,,1
611,ready,2025-07-03 12:11:00,2025-07-03 12:16:00,,,,,1
612,ready,2025-07-03 12:12:00,2025-07-03 12:22:00,,,,,1
613,ready,2025-07-03 12:12:00,2025-07-03 12:19:00,,,,,1
614,ready,2025-07-03 12:12:00,2025-07-03 12:19:00,,,,,1
615,ready,2025-07-03 12:12:00,2025-07-03 12:18:00,,,,,1
616,ready,2025-07-03 12:12:00,2025-07-03 12:22:00,,,,,1
617,ready,2025-07-03 12:12:00,2025-07-03 12:19:00,,,,,1
618,ready,2025-07-03 12:12:00,2025-07-03 12:20:00,,,,,1
619,ready,2025-07-03 12:12:00,2025-07-03 12:20:00,,,,,1
620,ready,2025-07-03 12:12:00,2025-07-03 12:20:00,,,,,1
621,ready,2025-07-03 12:13:00,2025-07-03 12:21:00,,,,,1
622,ready,2025-07-03 12:13:00,2025-07-03 12:22:00,,,,,1
623,ready,2025-07-03 12:13:00,2025-07-03 12:20:00,,,,,1
624,ready,2025-07-03 12:13:00,2025-07-03 12:21:00,,,,,1
625,ready,2025-07-03 12:13:00,2025-07-03 12:22:00,,,,,1
626,ready,2025-07-03 12:13:00,2025-07-03 12:23:00,,,,,1
627,ready,2025-07-03 12:14:00,2025-07-03 12:22:00,,,,,1
628,delivered,2025-07-03 12:14:00,2025-07-03 12:22:00,2025-07-03 12:25:00,2025-07-03 12:30:41.800,16.696666666666665,3.0,1
629,ready,2025-07-03 12:14:00,2025-07-03 12:20:00,,,,,1
630,ready,2025-07-03 12:14:00,2025-07-03 12:22:00,,,,,1
631,ready,2025-07-03 12:14:00,2025-07-03 12:21:00,,,,,1
632,ready,2025-07-03 12:14:00,2025-07-03 12:21:00,,,,,1
633,ready,2025-07-03 12:14:00,2025-07-03 12:18:00,,,,,1
634,ready,2025-07-03 12:15:00,2025-07-03 12:22:00,,,,,1
635,ready,2025-07-03 12:15:00,2025-07-03 12:25:00,,,,,1
636,ready,2025-07-03 12:15:00,2025-07-03 12:24:00,,,,,1
637,ready,2025-07-03 12:15:00,2025-07-03 12:22:00,,,,,1
638,ready,2025-07-03 12:15:00,2025-07-03 12:23:00,,,,,1
639,ready,2025-07-03 12:15:00,2025-07-03 12:25:00,,,,,1
640,ready,2025-07-03 12:15:00,2025-07-03 12:28:00,,,,,1
641,ready,2025-07-03 12:15:00,2025-07-03 12:23:00,,,,,1
642,delivered,2025-07-03 12:15:00,2025-07-03 12:20:00,2025-07-03 12:25:00,2025-07-03 12:31:12.500,16.208333333333332,5.0,1
643,ready,2025-07-03 12:16:00,2025-07-03 12:23:00,,,,,1
644,ready,2025-07-03 12:16:00,2025-07-03 12:22:00,,,,,1
645,ready,2025-07-03 12:16:00,2025-07-03 12:20:00,,,,,1
646,ready,2025-07-03 12:16:00,2025-07-03 12:23:00,,,,,1
647,ready,2025-07-03 12:17:00,2025-07-03 12:24:00,,,,,1
648,ready,2025-07-03 12:17:00,2025-07-03 12:24:00,,,,,1
649,ready,2025-07-03 12:17:00,2025-07-03 12:25:00,,,,,1
650,ready,2025-07-03 12:17:00,2025-07-03 12:25:00,,,,,1
651,delivered,2025-07-03 12:17:00,2025-07-03 12:22:00,2025-07-03 12:30:00,2025-07-03 12:37:13.800,20.23,8.0,1
652,ready,2025-07-03 12:17:00,2025-07-03 12:23:00,,,,,1
653,ready,2025-07-03 12:18:00,2025-07-03 12:28:00,,,,,1
654,ready,2025-07-03 12:18:00,2025-07-03 12:25:00,,,,,1
655,ready,2025-07-03 12:18:00,2025-07-03 12:22:00,,,,,1
656,ready,2025-07-03 12:18:00,2025-07-03 12:24:00,,,,,1
657,ready,2025-07-03 12:18:00,2025-07-03 12:26:00,,,,,1
658,ready,2025-07-03 12:18:00,2025-07-03 12:25:00,,,,,1
659,ready,2025-07-03 12:18:00,2025-07-03 12:28:00,,,,,1
660,ready,2025-07-03 12:18:00,2025-07-03 12:26:00,,,,,1
661,ready,2025-07-03 12:18:00,2025-07-03 12:27:00,,,,,1
662,delivered,2025-07-03 12:19:00,2025-07-03 12:27:00,2025-07-03 12:35:00,2025-07-03 12:46:27.800,27.46333333333333,8.0,1
663,delivered,2025-07-03 12:19:00,2025-07-03 12:31:00,2025-07-03 12:40:00,2025-07-03 12:46:05.600,27.09333333333333,9.0,1
664,ready,2025-07-03 12:19:00,2025-07-03 12:25:00,,,,,1
665,ready,2025-07-03 12:19:00,2025-07-03 12:28:00,,,,,1
666,ready,2025-07-03 12:19:00,2025-07-03 12:26:00,,,,,1
667,ready,2025-07-03 12:19:00,2025-07-03 12:25:00,,,,,1
668,ready,2025-07-03 12:19:00,2025-07-03 12:25:00,,,,,1
669,ready,2025-07-03 12:19:00,2025-07-03 12:26:00,,,,,1
670,ready,2025-07-03 12:19:00,2025-07-03 12:24:00,,,,,1
671,ready,2025-07-03 12:20:00,2025-07-03 12:27:00,,,,,1
672,ready,2025-07-03 12:20:00,2025-07-03 12:28:00,,,,,1
673,ready,2025-07-03 12:20:00,2025-07-03 12:24:00,,,,,1
674,ready,2025-07-03 12:20:00,2025-07-03 12:26:00,,,,,1
675,ready,2025-07-03 12:20:00,2025-07-03 12:29:00,,,,,1
676,ready,2025-07-03 12:21:00,2025-07-03 12:31:00,,,,,1
677,ready,2025-07-03 12:21:00,2025-07-03 12:30:00,,,,,1
678,ready,2025-07-03 12:21:00,2025-07-03 12:26:00,,,,,1
679,ready,2025-07-03 12:21:00,2025-07-03 12:25:00,,,,,1
680,ready,2025-07-03 12:21:00,2025-07-03 12:25:00,,,,,1
681,ready,2025-07-03 12:21:00,2025-07-03 12:29:00,,,,,1
682,ready,2025-07-03 12:21:00,2025-07-03 12:28:00,,,,,1
683,ready,2025-07-03 12:21:00,2025-07-03 12:28:00,,,,,1
684,ready,2025-07-03 12:21:00,2025-07-03 12:28:00,,,,,1
685,ready,2025-07-03 12:21:00,2025-07-03 12:30:00,,,,,1
686,ready,2025-07-03 12:22:00,2025-07-03 12:31:00,,,,,1
687,ready,2025-07-03 12:22:00,2025-07-03 12:32:00,,,,,1
688,ready,2025-07-03 12:22:00,2025-07-03 12:30:00,,,,,1
689,ready,2025-07-03 12:22:00,2025-07-03 12:29:00,,,,,1
690,ready,2025-07-03 12:22:00,2025-07-03 12:31:00,,,,,1
691,ready,2025-07-03 12:22:00,2025-07-03 12:30:00,,,,,1
692,ready,2025-07-03 12:22:00,2025-07-03 12:31:00,,,,,1
693,ready,2025-07-03 12:23:00,2025-07-03 12:34:00,,,,,1
694,ready,2025-07-03 12:23:00,2025-07-03 12:32:00,,,,,1
695,ready,2025-07-03 12:23:00,2025-07-03 12:31:00,,,,,1
696,ready,2025-07-03 12:23:00,2025-07-03 12:35:00,,,,,1
697,ready,2025-07-03 12:23:00,2025-07-03 12:33:00,,,,,1
698,ready,2025-07-03 12:24:00,2025-07-03 12:33:00,,,,,1
699,ready,2025-07-03 12:24:00,2025-07-03 12:31:00,,,,,1
700,ready,2025-07-03 12:24:00,2025-07-03 12:32:00,,,,,1
701,ready,2025-07-03 12:24:00,2025-07-03 12:29:00,,,,,1
702,delivered,2025-07-03 12:24:00,2025-07-03 12:33:00,2025-07-03 12:40:00,2025-07-03 12:45:57.000,21.95,7.0,1
703,ready,2025-07-03 12:24:00,2025-07-03 12:30:00,,,,,1
704,ready,2025-07-03 12:24:00,2025-07-03 12:36:00,,,,,1
705,ready,2025-07-03 12:24:00,2025-07-03 12:32:00,,,,,1
706,ready,2025-07-03 12:24:00,2025-07-03 12:31:00,,,,,1
707,ready,2025-07-03 12:24:00,2025-07-03 12:34:00,,,,,1
708,ready,2025-07-03 12:24:00,2025-07-03 12:28:00,,,,,1
709,ready,2025-07-03 12:25:00,2025-07-03 12:31:00,,,,,1
710,ready,2025-07-03 12:25:00,2025-07-03 12:29:00,,,,,1
711,ready,2025-07-03 12:25:00,2025-07-03 12:35:00,,,,,1
712,ready,2025-07-03 12:25:00,2025-07-03 12:32:00,,,,,1
713,ready,2025-07-03 12:25:00,2025-07-03 12:32:00,,,,,1
714,ready,2025-07-03 12:25:00,2025-07-03 12:29:00,,,,,1
715,ready,2025-07-03 12:25:00,2025-07-03 12:32:00,,,,,1
716,ready,2025-07-03 12:25:00,2025-07-03 12:30:00,,,,,1
717,ready,2025-07-03 12:25:00,2025-07-03 12:31:00,,,,,1
718,ready,2025-07-03 12:25:00,2025-07-03 12:31:00,,,,,1
719,delivered,2025-07-03 12:26:00,2025-07-03 12:32:00,2025-07-03 12:45:00,2025-07-03 12:51:25.600,25.426666666666666,13.0,1
720,ready,2025-07-03 12:26:00,2025-07-03 12:32:00,,,,,1
